COA2011,AvPTAI2015,PTAL,PTAIHigh,PTAILow
E00000659,18.8525,4,24.4003,14.9255
E00000660,13.4201,3,15.2567,11.5835
E00000661,10.0931,3,11.5853,7.85982
E00000662,13.3143,3,15.2052,10.4346
E00000663,17.9385,4,23.2424,13.8857
E00000664,14.3905,3,20.0827,10.7412
E00000665,5.22157,2,8.13356,3.59865
E00000666,25.7481,6a,31.9581,22.7365
E00000667,18.388,4,24.1821,13.6515
E00000668,14.628,3,24.7325,10.4853
E00000669,12.4915,3,16.0694,9.07066
E00000670,12.6656,3,13.1666,12.0714
E00000671,14.1705,3,15.7303,12.6106
E00000672,13,3,13.9616,11.2755
E00000674,8.1594,2,15.1141,2.65375
E00000675,14.2354,3,15.5301,12.9648
E00000676,20.0886,5,21.3366,18.4079
E00000677,23.2282,5,23.231,23.2253
E00000678,15.6944,4,17.6126,13.5221
E00000679,18.0711,4,21.5358,15.4605
E00000680,16.6913,4,22.9359,11.4051
E00000681,21.9825,5,22.105,21.8601
E00000682,9.72191,2,11.6371,5.29204
E00000683,12.1325,3,12.4946,11.819
E00000684,15.6479,4,20.9826,13.0135
E00000685,23.8255,5,27.0422,20.2319
E00000686,23.0449,5,24.5672,21.5226
E00000687,16.0246,4,16.6262,15.1593
E00000688,22.5771,5,26.1034,17.4971
E00000689,15.4593,4,19.4724,12.6477
E00000690,7.13095,2,11.3248,3.48371
E00000691,20.387,5,25.4087,17.7899
E00000692,16.465,4,27.6072,7.4892
E00000693,30.195,6b,39.9981,26.2751
E00000694,25.2452,6a,30.6778,21.0732
E00000695,10.1089,3,14.2723,5.11582
E00000696,33.4596,6b,37.772,29.1472
E00000697,15.0299,4,24.7297,4.74155
E00000698,7.56623,2,10.589,5.45062
E00000699,28.963,6a,33.9898,24.9009
E00000700,28.5154,6a,34.1364,21.3261
E00000701,25.563,6a,26.7159,24.2396
E00000702,31.4684,6b,35.7227,26.4383
E00000703,4.41698,1b,13.9496,0
E00000704,31.8444,6b,35.8438,29.0654
E00000705,8.55605,2,23.5846,3.52241
E00000706,23.0976,5,28.1128,18.3205
E00000707,14.5534,3,28.9825,0
E00000708,17.0939,4,24.0643,8.11259
E00000709,8.85177,2,11.9248,5.7787
E00000710,9.25256,2,11.3693,5.86485
E00000711,17.9471,4,20.4991,14.5301
E00000712,9.95469,2,13.5888,7.75043
E00000713,10.7479,3,17.3956,3.18263
E00000714,10.8776,3,11.5187,10.3502
E00000715,13.3967,3,14.7874,11.6081
E00000716,15.3229,4,17.0729,13.5728
E00000717,8.38223,2,10.4323,6.33215
E00000718,12.3504,3,15.3981,9.13056
E00000719,10.1042,3,10.1042,10.1042
E00000720,10.2972,3,16.2751,6.23555
E00000721,14.3958,3,14.6211,14.28
E00000722,11.7848,3,12.6662,10.118
E00000723,5.59051,2,5.78496,5.2739
E00000724,13.0472,3,22.3002,1.70855
E00000725,3.30111,1b,6.99361,2.0152
E00000726,4.65473,1b,6.44436,2.3127
E00000727,5.48815,2,6.71013,4.18363
E00000728,3.33727,1b,5.45556,2.02262
E00000729,2.50553,1b,6.42899,1.71524
E00000730,6.35413,2,6.8558,5.50033
E00000731,6.20856,2,7.65827,4.03451
E00000732,8.20865,2,11.2818,3.37154
E00000733,4.68379,1b,11.3684,0
E00000734,2.57808,1b,9.54785,0
E00000736,3.62858,1b,11.6399,2.13654
E00000737,6.11481,2,9.37785,2.85178
E00000738,5.70183,2,5.70183,5.70183
E00000739,3.7731,1b,5.44173,2.10447
E00000740,5.40049,2,6.37438,4.42659
E00000742,2.49657,1a,2.49657,2.49657
E00000743,4.26117,1b,5.60344,2.29095
E00000744,5.96347,2,11.1079,4.11485
E00000745,3.72915,1b,3.72915,3.72915
E00000746,4.45558,1b,6.25436,2.65681
E00000747,2.25644,1a,2.25644,2.25644
E00000748,3.27486,1b,4.61503,1.78229
E00000749,6.09356,2,6.09559,6.09153
E00000750,9.90231,2,9.90231,9.90231
E00000751,7.02636,2,8.98335,4.0242
E00000752,10.2293,3,11.1175,9.32441
E00000754,4.29746,1b,4.29746,4.29746
E00000755,10.6365,3,10.6365,10.6365
E00000756,16.1562,4,16.1562,16.1562
E00000757,10.5485,3,11.6104,9.84038
E00000758,13.3356,3,13.8591,12.812
E00000760,11.7799,3,19.5137,4.73343
E00000761,10.5339,3,16.2337,4.83401
E00000762,4.42513,1b,8.79157,1.75543
E00000763,11.4742,3,13.9662,8.59087
E00000764,4.98827,1b,17.7175,1.68355
E00000765,12.3988,3,15.6772,9.75397
E00000766,13.9863,3,16.6671,12.1216
E00000767,9.26128,2,13.2789,6.9589
E00000768,6.90789,2,8.31981,5.36617
E00000769,10.6535,3,21.1887,6.15758
E00000770,8.99163,2,9.39381,8.54433
E00000771,6.88953,2,9.61243,2.81934
E00000772,6.7138,2,8.23936,5.04006
E00000773,3.96589,1b,4.07592,3.76267
E00000774,6.88336,2,7.50368,6.51724
E00000775,6.29692,2,7.09185,5.64485
E00000776,10.598,3,11.3809,9.65314
E00000777,11.6905,3,12.7452,10.8043
E00000778,11.9952,3,12.9108,9.13286
E00000779,10.8325,3,11.3266,10.0612
E00000780,9.51965,2,10.3858,8.5791
E00000781,11.1087,3,12.7364,8.52043
E00000782,12.0067,3,13.7658,11.0321
E00000783,3.20338,1b,8.22625,0
E00000785,8.30485,2,9.27319,7.53721
E00000786,11.9223,3,14.2826,9.6992
E00000787,9.18538,2,10.0967,8.27419
E00000788,7.39284,2,7.99036,6.26281
E00000789,3.13411,1b,5.48895,0
E00000790,0,0,0,0
E00000791,10.2341,3,12.1479,9.22346
E00000792,2.03754,1a,4.07509,0
E00000793,7.21191,2,8.18239,5.71803
E00000794,6.90218,2,13.2732,0
E00000795,9.19406,2,10.8339,6.94421
E00000796,8.75339,2,9.15561,8.35117
E00000797,5.06406,2,6.88272,4.28481
E00000798,0,0,0,0
E00000799,7.95375,2,8.17496,7.73255
E00000800,9.2258,2,11.0821,7.40888
E00000801,4.82557,1b,5.04637,4.60478
E00000802,5.20778,2,6.84407,3.00473
E00000803,5.46311,2,5.46311,5.46311
E00000804,8.08052,2,10.8792,6.07335
E00000805,9.04848,2,9.04848,9.04848
E00000806,5.44167,2,8.63472,2.58618
E00000807,4.20375,1b,4.20375,4.20375
E00000808,5.00491,2,6.06089,3.80983
E00000809,5.29016,2,7.8756,3.75648
E00000810,7.99185,2,8.15009,7.83361
E00000811,3.54648,1b,4.87213,2.63884
E00000812,4.09478,1b,8.56408,2.74011
E00000813,10.8265,3,15.6912,8.10519
E00000814,8.1028,2,8.1028,8.1028
E00000815,8.18488,2,8.78556,7.71393
E00000816,9.39023,2,12.5948,7.06532
E00000817,7.47356,2,10.1302,2.8242
E00000818,10.0136,3,11.0083,8.4604
E00000819,8.88746,2,9.93203,6.94173
E00000820,6.93333,2,7.68632,5.82666
E00000821,3.95812,1b,5.60916,2.30707
E00000822,10.7892,3,11.648,9.68073
E00000823,11.0589,3,11.9529,10.0677
E00000824,5.72755,2,8.26293,2.59118
E00000825,9.2576,2,13.6399,2.16462
E00000826,3.22835,1b,5.25453,2.05269
E00000827,8.69879,2,10.2313,7.2851
E00000828,2.57098,1b,5.10298,1.85038
E00000829,6.55669,2,9.82061,2.12179
E00000830,13.4062,3,15.3336,11.9359
E00000831,11.2354,3,12.0197,9.88824
E00000832,5.01595,2,8.79056,2.13068
E00000833,11.3705,3,11.8331,10.9379
E00000834,10.6055,3,13.0696,7.85199
E00000835,3.06875,1b,7.48757,2.01288
E00000836,9.87951,2,12.2953,7.88943
E00000837,7.06795,2,9.99392,2.18345
E00000838,12.2817,3,13.0927,11.6933
E00000839,5.3579,2,9.18707,1.90342
E00000840,13.0076,3,14.7106,11.3118
E00000841,5.03279,2,10.061,3.08441
E00000842,11.3018,3,11.9305,10.6732
E00000843,10.6449,3,11.5303,10.1057
E00000844,6.9012,2,10.5252,2.66954
E00000845,8.13893,2,10.5842,6.5835
E00000846,10.7291,3,11.9254,7.26795
E00000847,6.33404,2,9.0239,3.38219
E00000848,3.37623,1b,4.32593,2.29218
E00000849,8.79609,2,11.0027,7.51904
E00000850,2.52509,1b,2.82616,2.20954
E00000851,8.64216,2,10.8163,4.69122
E00000852,5.5573,2,7.50147,3.61049
E00000853,10.6458,3,12.3618,6.47037
E00000854,2.63885,1b,3.19077,2.09618
E00000855,8.4401,2,8.4401,8.4401
E00000856,1.50972,1a,3.57142,0
E00000857,2.21,1a,5.29776,0
E00000858,10.5971,3,10.8583,10.2907
E00000859,5.5588,2,6.51085,4.60675
E00000860,3.5559,1b,3.68679,3.43119
E00000861,5.06145,2,9.1706,0
E00000862,8.07349,2,9.04663,7.27467
E00000863,5.38363,2,7.11503,3.3783
E00000864,2.3227,1a,2.90469,0
E00000865,1.84294,1a,2.93352,0
E00000866,6.84137,2,10.2138,1.5367
E00000867,0.764343,1a,3.03974,0
E00000868,2.54607,1b,2.7918,2.30499
E00000869,5.21146,2,10.0199,2.81971
E00000870,2.81973,1b,3.31581,2.30211
E00000871,3.9213,1b,8.81453,2.18898
E00000872,1.40824,1a,6.36297,0
E00000873,4.78795,1b,11.0873,2.30541
E00000874,10.5631,3,12.0986,9.02757
E00000875,1.82801,1a,4.72852,0
E00000876,7.76183,2,12.6506,2.45922
E00000877,11.9446,3,16.2757,4.52393
E00000878,1.72788,1a,5.84438,0
E00000879,3.03155,1b,5.1052,0
E00000880,4.82136,1b,5.53217,4.27824
E00000881,3.20164,1b,5.5461,0
E00000882,4.0635,1b,6.05453,2.37107
E00000883,2.7424,1b,10.602,0
E00000884,3.10813,1b,3.72335,2.49291
E00000885,3.2645,1b,3.99175,2.07828
E00000886,3.43644,1b,3.43644,3.43644
E00000887,0,0,0,0
E00000888,3.44016,1b,4.30902,2.63473
E00000889,2.37417,1a,2.37417,2.37417
E00000890,3.67093,1b,4.53539,2.24205
E00000891,3.11105,1b,3.78044,2.50506
E00000892,3.34053,1b,4.16802,2.75802
E00000893,8.20182,2,13.1996,2.83376
E00000894,3.62259,1b,3.93743,3.29045
E00000895,4.73711,1b,12.0063,2.09501
E00000896,3.43613,1b,3.43613,3.43613
E00000897,3.20584,1b,3.96311,2.20012
E00000898,8.5523,2,13.2885,2.58167
E00000899,3.14452,1b,3.19623,3.09282
E00000900,3.39856,1b,4.12123,2.67588
E00000901,7.26585,2,11.867,2.66465
E00000902,11.6646,3,11.6646,11.6646
E00000903,13.0754,3,14.0628,12.3779
E00000904,4.14078,1b,4.14078,4.14078
E00000905,11.9411,3,12.1136,11.663
E00000906,2.69601,1b,2.93062,2.46141
E00000907,3.59071,1b,12.1833,0
E00000908,3.16372,1b,4.32822,2.51154
E00000909,13.4128,3,13.8795,12.7017
E00000910,14.2798,3,15.716,13.4964
E00000911,16.2714,4,16.2714,16.2714
E00000912,11.9658,3,12.0563,11.8753
E00000913,2.78533,1b,3.45762,2.4237
E00000914,2.45412,1a,2.82267,2.08558
E00000915,14.9342,3,14.9342,14.9342
E00000916,15.7415,4,18.7616,14.0737
E00000917,2.67219,1b,2.67219,2.67219
E00000918,17.1221,4,17.1221,17.1221
E00000919,14.8903,3,15.8246,13.9014
E00000920,18.434,4,21.4622,14.9406
E00000921,2.67871,1b,2.86028,2.49714
E00000922,1.71617,1a,3.64692,0
E00000923,3.05484,1b,3.30665,2.57737
E00000924,3.51049,1b,3.51381,3.50718
E00000925,0.886455,1a,5.17858,0
E00000926,0.659543,1a,6.79589,0
E00000927,3.28232,1b,4.16356,2.80446
E00000928,5.0341,2,6.10272,3.5473
E00000929,3.66103,1b,4.99295,2.30512
E00000930,5.49281,2,6.84135,3.08778
E00000931,5.46649,2,6.28023,4.97315
E00000932,6.16642,2,8.28269,5.06571
E00000933,2.31548,1a,7.12164,0
E00000934,9.61676,2,12.892,6.08697
E00000935,5.46907,2,10.3952,0
E00000936,11.3565,3,14.4957,9.58204
E00000937,2.94404,1b,5.51376,1.94482
E00000938,3.17439,1b,7.05097,0
E00000939,11.2492,3,16.9833,6.54239
E00000940,6.70746,2,7.43941,5.86868
E00000941,21.4191,5,28.8165,14.7615
E00000942,0,0,0,0
E00000943,0,0,0,0
E00000944,2.46269,1a,6.32625,0
E00000945,15.4752,4,25.4245,11.3671
E00000946,0,0,0,0
E00000947,3.25026,1b,6.15868,2.46465
E00000948,7.67822,2,11.4925,5.13655
E00000949,21.6855,5,25.2331,16.1319
E00000950,11.3238,3,15.2945,8.13036
E00000951,16.498,4,25.0988,6.10456
E00000952,23.9691,5,34.7231,13.9064
E00000953,31.746,6b,40.0152,25.887
E00000954,9.32572,2,27.8116,2.65032
E00000955,11.2119,3,21.8536,1.83503
E00000956,20.5216,5,23.3876,16.4679
E00000957,30.6767,6b,43.3869,22.8871
E00000958,28.2329,6a,34.1245,19.1588
E00000959,10.4609,3,34.3375,1.7672
E00000960,15.3167,4,19.0219,12.479
E00000961,2.83422,1b,3.1128,2.59076
E00000962,3.34098,1b,3.85196,2.70734
E00000963,1.62868,1a,3.72382,0
E00000964,0.413515,1a,2.39263,0
E00000965,2.84167,1b,3.30588,2.37746
E00000966,6.64502,2,8.58311,4.70693
E00000967,3.9749,1b,4.39755,3.56723
E00000968,4.06614,1b,4.59625,3.47513
E00000969,5.59362,2,7.00266,3.71046
E00000970,4.72272,1b,5.28123,3.58641
E00000971,8.76315,2,11.9483,4.31756
E00000972,7.13896,2,15.1949,1.85171
E00000973,14.4121,3,16.3726,12.088
E00000974,9.3536,2,12.8442,7.19242
E00000975,7.92468,2,8.5835,6.94412
E00000976,3.41419,1b,3.70229,3.25762
E00000977,3.16483,1b,4.1622,1.76303
E00000978,7.32812,2,7.45042,7.18462
E00000979,4.59762,1b,4.85719,3.9648
E00000980,9.21573,2,12.2234,7.58786
E00000981,5.40535,2,8.11016,0
E00000982,6.99949,2,10.7855,3.54028
E00000983,6.4933,2,8.73734,4.45045
E00000984,7.82279,2,9.22686,4.65532
E00000985,3.21898,1b,4.35753,1.72419
E00000986,16.0648,4,21.1265,9.99468
E00000987,8.30948,2,13.7154,2.89446
E00000988,15.0932,4,18.747,8.14708
E00000989,19.9373,4,23.2204,17.2281
E00000990,12.7799,3,16.5091,6.56912
E00000991,17.1279,4,18.0351,15.4635
E00000992,15.6672,4,20.8008,10.2465
E00000993,3.55285,1b,7.79809,0
E00000994,12.0992,3,15.4446,7.27382
E00000995,11.7451,3,13.9578,10.4934
E00000996,16.74,4,18.6419,13.488
E00000997,1.49478,1a,2.50747,0
E00000998,2.94117,1b,3.03678,2.855
E00000999,7.33111,2,7.67718,7.0781
E00001000,14.5237,3,14.8165,14.2309
E00001001,3.00416,1b,3.25186,2.68252
E00001002,3.06993,1b,4.38668,2.30112
E00001003,2.86087,1b,3.68947,2.46103
E00001004,7.05996,2,13.3694,3.44856
E00001005,11.5908,3,15.0615,8.17366
E00001006,3.62768,1b,4.68907,2.48573
E00001007,7.8343,2,8.62482,7.15894
E00001008,4.3453,1b,7.54275,3.18454
E00001009,12.0714,3,15.2634,8.87937
E00001010,8.62595,2,9.76316,7.38006
E00001011,5.40996,2,6.66743,3.90852
E00001012,3.01563,1b,3.5954,2.56241
E00001013,6.47981,2,22.502,0
E00001014,3.65452,1b,9.71899,0
E00001015,1.8374,1a,3.51144,0
E00001016,7.76397,2,7.76397,7.76397
E00001017,2.13943,1a,4.48892,0
E00001018,3.43057,1b,4.56881,2.11082
E00001019,3.97762,1b,4.90383,2.45055
E00001020,5.63968,2,8.36498,3.88741
E00001021,4.88675,1b,4.98942,4.78408
E00001022,4.43848,1b,5.41001,3.20847
E00001023,3.38924,1b,5.53211,2.4625
E00001024,4.24837,1b,4.90289,3.7642
E00001025,4.99437,1b,5.74039,4.26847
E00001026,8.65336,2,9.47934,7.13435
E00001027,4.82891,1b,5.26172,4.28845
E00001028,14.1175,3,20.3198,7.3507
E00001029,6.88609,2,8.2449,5.96312
E00001030,10.5146,3,11.8733,8.60921
E00001031,4.29738,1b,7.89594,2.50915
E00001032,4.56079,1b,6.1217,3.38366
E00001033,8.51522,2,9.84042,7.15744
E00001034,5.27477,2,5.62631,4.99379
E00001035,4.86235,1b,6.1645,4.2811
E00001036,3.71446,1b,4.30952,3.20739
E00001037,4.70821,1b,5.6874,3.92899
E00001038,10.0489,3,12.7895,8.40756
E00001039,8.62973,2,10.0997,7.7824
E00001040,7.48661,2,8.96234,6.5148
E00001041,7.72964,2,7.72964,7.72964
E00001042,5.545,2,6.88663,3.24856
E00001043,4.16838,1b,4.67915,3.6293
E00001044,3.62275,1b,6.81706,2.68745
E00001045,5.5354,2,7.18485,3.19395
E00001046,3.94761,1b,4.72312,2.69657
E00001047,3.08305,1b,4.90786,2.41982
E00001048,8.68623,2,9.93518,7.1728
E00001049,3.19122,1b,4.32397,2.4493
E00001050,8.98169,2,9.88422,7.44184
E00001051,2.90107,1b,3.24776,2.71668
E00001052,3.10762,1b,3.56914,2.46602
E00001053,3.03277,1b,6.18128,2.287
E00001054,5.45269,2,7.28918,2.66415
E00001055,11.4135,3,18.8751,6.79198
E00001056,20.4169,5,26.5206,12.3443
E00001057,4.1348,1b,13.9622,0
E00001058,7.69203,2,10.8711,1.87563
E00001059,20.833,5,36.8909,6.23545
E00001060,30.7841,6b,46.556,23.8462
E00001061,6.67612,2,9.20131,4.5427
E00001062,14.965,3,18.805,11.4555
E00001063,6.04585,2,6.74332,5.13112
E00001064,8.70942,2,15.0295,4.85505
E00001065,15.8451,4,16.8138,15.0273
E00001066,23.2391,5,29.6466,19.4082
E00001067,14.1967,3,15.8143,11.9928
E00001068,11.0337,3,11.6817,10.3857
E00001069,15.8596,4,18.4633,13.6745
E00001070,13.2814,3,13.9393,12.5201
E00001071,13.2032,3,16.6831,7.34904
E00001072,18.3296,4,24.7935,15.0622
E00001073,16.2277,4,17.5889,14.8664
E00001074,12.1034,3,15.6609,8.48542
E00001075,16.969,4,25.9261,10.9031
E00001076,10.5029,3,26.0593,3.41938
E00001077,11.9233,3,12.5548,10.9026
E00001078,15.2468,4,24.0193,5.16446
E00001079,16.1584,4,26.6169,0
E00001080,6.89581,2,11.434,4.62646
E00001081,5.28112,2,7.70376,4.46945
E00001082,8.0242,2,8.16798,7.88042
E00001083,8.80796,2,10.6783,7.06319
E00001084,6.30014,2,7.12491,5.51794
E00001085,7.44114,2,10.0488,6.64787
E00001086,9.48476,2,12.9951,6.95225
E00001087,7.63985,2,8.97169,6.17118
E00001088,8.3144,2,14.5112,0
E00001089,9.22563,2,12.3606,7.97216
E00001090,12.7038,3,14.1699,11.9143
E00001091,11.9334,3,13.3766,11.2022
E00001092,6.92005,2,9.70346,2.85368
E00001093,4.64225,1b,6.84735,2.28561
E00001094,4.15506,1b,6.19775,1.78791
E00001095,7.85267,2,9.20555,6.5472
E00001096,1.88157,1a,1.88157,1.88157
E00001097,10.3593,3,13.025,5.72453
E00001098,5.62511,2,6.98558,1.73751
E00001099,6.69339,2,7.44445,6.01689
E00001100,8.70779,2,12.3192,5.94618
E00001101,7.22008,2,8.35002,6.35014
E00001102,14.4869,3,15.3214,13.9271
E00001103,5.66616,2,8.85413,4.59897
E00001104,15.8804,4,19.9644,13.2658
E00001105,8.10412,2,10.558,6.87891
E00001106,15.0492,4,16.8893,13.2235
E00001107,6.78199,2,12.3022,4.29303
E00001108,1.73987,1a,4.11589,0
E00001109,11.7185,3,12.4776,11.0324
E00001110,5.21757,2,5.76027,4.67487
E00001111,11.51,3,13.914,10.0746
E00001112,5.14201,2,5.4355,4.91407
E00001113,6.05417,2,6.36045,5.8909
E00001114,13.7326,3,18.3093,7.09442
E00001115,6.52959,2,11.3228,4.71334
E00001116,11.0058,3,16.0625,6.53
E00001117,1.09718,1a,3.73459,0
E00001118,2.02266,1a,2.67956,0
E00001119,1.36612,1a,4.09836,0
E00001120,3.4255,1b,3.77258,3.16072
E00001121,1.05632,1a,2.84559,0
E00001122,0.328946,1a,4.84986,0
E00001123,0,0,0,0
E00001124,3.04317,1b,4.64106,2.3633
E00001125,3.79383,1b,4.74177,2.7056
E00001126,0,0,0,0
E00001127,1.37203,1a,1.88978,0
E00001128,4.86921,1b,6.00837,3.79605
E00001129,2.28757,1a,3.83147,0
E00001130,4.12945,1b,6.08726,1.72912
E00001131,5.00759,2,6.04619,4.20227
E00001132,7.88342,2,12.604,4.62914
E00001133,6.33688,2,9.59437,0
E00001134,7.32555,2,9.24165,4.80546
E00001135,8.77164,2,14.5582,4.6036
E00001136,6.87639,2,8.42492,3.52593
E00001137,6.43278,2,8.23343,0
E00001138,7.34458,2,8.40269,6.05667
E00001139,7.78451,2,10.4776,4.4713
E00001140,7.68054,2,9.25838,5.91985
E00001141,7.02304,2,7.41727,6.61208
E00001142,7.28301,2,8.60145,6.31282
E00001143,14.3668,3,15.8274,13.2381
E00001144,12.6537,3,15.5495,9.86886
E00001145,7.32683,2,9.59868,5.89128
E00001146,4.70114,1b,5.77384,2.01559
E00001147,6.33083,2,7.68073,5.74721
E00001148,5.56597,2,7.99635,2.10441
E00001149,7.9833,2,11.531,5.34041
E00001150,8.70724,2,10.8003,6.57571
E00001151,4.99264,1b,5.60907,4.49469
E00001152,14.7178,3,17.5751,12.3818
E00001153,7.66862,2,8.28593,6.75453
E00001154,4.01949,1b,5.46022,1.89222
E00001155,4.3141,1b,7.16584,2.67484
E00001156,6.37814,2,6.70539,6.11537
E00001157,13.7275,3,21.0214,5.29657
E00001158,6.61461,2,7.40622,5.9553
E00001159,5.92765,2,5.92765,5.92765
E00001160,8.23992,2,9.68778,6.8642
E00001161,9.02681,2,9.02681,9.02681
E00001162,6.61011,2,6.61011,6.61011
E00001163,9.85672,2,13.3808,6.70196
E00001164,10.4275,3,16.5758,4.62997
E00001165,11.4578,3,16.1093,7.00849
E00001166,11.4665,3,12.8426,8.35539
E00001167,15.0599,4,16.9072,9.00057
E00001168,4.32036,1b,5.36626,3.27445
E00001169,3.3213,1b,6.50305,0
E00001170,7.93222,2,7.93222,7.93222
E00001171,10.6838,3,13.7347,7.06599
E00001172,6.63262,2,12.6477,0
E00001173,5.53022,2,7.55751,4.34731
E00001174,17.3646,4,21.9555,13.2264
E00001175,11.3479,3,14.1917,7.40275
E00001176,11.3234,3,13.91,8.73687
E00001177,14.7513,3,24.1378,5.12324
E00001178,2.9573,1b,3.88238,2.18385
E00001179,2.5987,1b,4.66863,0
E00001180,0.375486,1a,2.25291,0
E00001181,0.523218,1a,2.19507,0
E00001182,0.601528,1a,4.2107,0
E00001183,3.36467,1b,6.98464,1.89656
E00001184,0,0,0,0
E00001185,4.50031,1b,4.55465,4.44598
E00001186,3.27783,1b,5.07835,2.33204
E00001187,6.4407,2,7.74817,3.64267
E00001188,6.13083,2,6.94925,5.47483
E00001189,7.9919,2,11.3275,5.25471
E00001191,6.18556,2,15.3171,3.70355
E00001192,7.32871,2,7.52173,7.06798
E00001193,5.40568,2,7.03667,4.37577
E00001194,0,0,0,0
E00001195,5.82933,2,7.19822,2.4838
E00001196,7.05903,2,7.10282,7.01524
E00001197,3.09583,1b,6.58152,0
E00001198,7.86559,2,7.96617,7.76502
E00001199,8.02623,2,9.4944,6.40795
E00001200,3.01259,1b,4.44566,0
E00001201,3.72991,1b,4.22888,3.21437
E00001202,6.87913,2,7.1346,6.52836
E00001203,7.52226,2,9.23559,5.80894
E00001204,5.50991,2,8.52335,3.86514
E00001205,11.5894,3,16.0913,8.43802
E00001206,12.1842,3,13.9171,10.976
E00001207,6.40824,2,7.37818,5.87278
E00001208,2.82055,1b,3.79106,1.84897
E00001209,1.53544,1a,5.59288,0
E00001210,2.91668,1b,4.20058,0
E00001211,13.2889,3,20.1557,0
E00001212,8.91348,2,10.1193,6.59364
E00001213,0,0,0,0
E00001214,4.46231,1b,6.43482,0
E00001215,0.188316,1a,4.44709,0
E00001216,0.0389916,1a,2.84639,0
E00001217,1.99198,1a,4.85393,0
E00001218,0.65825,1a,5.04681,0
E00001219,5.49448,2,5.92384,5.06511
E00001220,8.95123,2,26.8258,0
E00001221,2.12428,1a,8.63929,0
E00001222,6.45122,2,8.94529,5.06524
E00001223,2.23491,1a,11.2292,0
E00001224,8.79968,2,10.2553,6.06827
E00001225,2.73468,1b,5.90169,1.76996
E00001226,6.22999,2,10.1463,1.94291
E00001227,3.71875,1b,4.79709,2.80347
E00001228,11.8063,3,13.7647,10.1527
E00001229,0.923978,1a,2.84046,0
E00001230,12.5273,3,14.9585,9.96965
E00001231,6.40661,2,10.3307,2.83679
E00001232,2.7822,1b,2.7838,2.78059
E00001233,11.8476,3,12.7247,10.932
E00001234,8.60802,2,13.4762,5.67433
E00001235,19.012,4,23.9434,11.9788
E00001236,2.86589,1b,2.92089,2.81088
E00001237,4.83336,1b,6.75338,2.15191
E00001238,7.82272,2,16.2643,3.53399
E00001239,11.0286,3,11.7739,9.49942
E00001240,8.85828,2,10.9307,5.09072
E00001241,6.4067,2,12.2214,4.11767
E00001242,7.01459,2,9.66366,2.87598
E00001243,6.03192,2,6.89613,4.52359
E00001244,10.4188,3,23.3998,3.18118
E00001245,8.64505,2,10.8994,6.39069
E00001246,12.0479,3,12.3206,11.5469
E00001247,8.63015,2,16.9043,0
E00001248,13.4546,3,14.8952,11.3887
E00001249,0.613916,1a,3.89935,0
E00001250,9.17236,2,11.3238,7.44603
E00001251,14.4898,3,16.5668,12.4127
E00001252,10.7893,3,19.1624,3.99255
E00001253,2.11196,1a,2.69285,0
E00001254,1.01384,1a,4.05707,0
E00001255,9.53692,2,16.3255,4.2758
E00001256,2.60942,1b,3.64609,1.94834
E00001257,4.36135,1b,11.5153,2.19396
E00001258,0,0,0,0
E00001259,7.77284,2,10.8482,5.63132
E00001260,6.28904,2,11.0401,0
E00001261,2.43696,1a,3.24983,0
E00001262,10.259,3,16.9826,2.26187
E00001263,1.58819,1a,3.46465,0
E00001265,5.67178,2,12.3376,2.43139
E00001266,3.12828,1b,3.45981,2.8165
E00001267,2.61392,1b,3.00511,2.3367
E00001268,5.07212,2,17.0901,0
E00001269,14.8796,3,16.4662,11.8323
E00001270,17.719,4,20.627,15.8822
E00001271,2.68078,1b,8.62881,0
E00001272,6.83942,2,10.2557,0
E00001273,2.02213,1a,7.80498,0
E00001274,11.4709,3,15.9465,3.76407
E00001275,14.6294,3,15.9547,13.064
E00001276,4.00002,1b,7.94404,2.71144
E00001277,2.53812,1b,4.01645,1.8946
E00001278,2.49456,1a,3.35439,1.87531
E00001279,8.49988,2,9.39258,7.9395
E00001280,2.61156,1b,2.81905,2.40438
E00001281,9.56091,2,11.9366,7.07832
E00001282,2.35624,1a,2.66779,2.06838
E00001283,5.59223,2,9.54888,4.50337
E00001284,3.21831,1b,4.50238,2.02366
E00001285,1.30311,1a,4.19399,0
E00001286,8.51807,2,9.14879,7.97895
E00001288,1.85205,1a,4.3639,0
E00001289,3.09881,1b,6.3728,1.87811
E00001290,4.28672,1b,4.78034,3.6694
E00001291,6.93832,2,9.78041,0
E00001292,1.1794,1a,7.77289,0
E00001293,3.28372,1b,4.73545,0
E00001294,4.56388,1b,13.8914,2.11827
E00001295,2.86165,1b,4.76566,0
E00001296,3.32957,1b,4.82154,2.31359
E00001297,2.87128,1b,3.27355,2.48929
E00001298,1.69161,1a,5.1091,0
E00001299,4.44591,1b,6.21123,1.7741
E00001300,2.88483,1b,3.98837,2.10783
E00001301,3.30925,1b,7.38653,0
E00001302,11.9324,3,13.4449,10.8702
E00001303,11.6094,3,12.9162,10.2646
E00001304,11.1828,3,14.0076,8.38469
E00001305,7.47892,2,10.1487,5.10631
E00001306,15.9272,4,17.5484,12.9806
E00001307,7.3034,2,9.77524,4.69935
E00001308,8.1745,2,10.3114,7.20526
E00001309,10.356,3,12.9657,7.7709
